11.0,3.2582650184631348,11.0,3.331671714782715,11.0,3.2109055519104004,11.0,3.0409765243530273,11.0,3.0358633995056152,11.0,3.0701546669006348,11.0,3.3156347274780273,11.0,3.1316730976104736,11.0,0
11.0,3.2582650184631348,11.0,3.331671714782715,11.0,3.2109055519104004,11.0,3.0409765243530273,11.0,3.0358633995056152,11.0,3.0701546669006348,11.0,3.3156347274780273,11.0,3.1316730976104736,11.0,-0.97079273755306672
6.12704610824585,2.663573980331421,11.0,2.6521072387695312,11.0,2.384921073913574,11.0,2.3076817989349365,11.0,2.1174819469451904,11.0,2.229273796081543,11.0,11.0,11.0,2.427100658416748,11.0,5
11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.519194602966309,11.0,9.123263359069824,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.1478516523739368
11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.59815502166748,11.0,9.591715812683105,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2.642446521385224
11.0,9.218762397766113,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.558706283569336,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.12044875177715644
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-0.15843110322705056
11.0,11.0,11.0,9.586370468139648,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.77331633742447248
11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.465909957885742,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5
11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.60074234008789,11.0,9.49485969543457,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5
