11.0,1.9064024686813354,11.0,1.9892680644989014,11.0,1.9296296834945679,11.0,1.8779468536376953,11.0,1.8780720233917236,11.0,1.8684476613998413,11.0,1.9987396001815796,11.0,1.9436514377593994,11.0,0
11.0,1.9064024686813354,11.0,1.9892680644989014,11.0,1.9296296834945679,11.0,1.8779468536376953,11.0,1.8780720233917236,11.0,1.8684476613998413,11.0,1.9987396001815796,11.0,1.9436514377593994,11.0,-1.1369818391170536
5.362307071685791,1.3344813585281372,11.0,1.384003758430481,11.0,1.343101143836975,11.0,1.3106573820114136,11.0,1.2004104852676392,11.0,1.2190300226211548,11.0,1.4782965183258057,11.0,1.427891731262207,11.0,5
11.0,2.3020331859588623,11.0,2.7124977111816406,11.0,2.261284351348877,11.0,2.1718149185180664,11.0,2.0423004627227783,11.0,2.318716049194336,11.0,11.0,11.0,11.0,11.0,2.075610557877281
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,3.7758420775912507
11.0,8.908364295959473,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,3.7409630332836783
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.24386859981985248
11.0,11.0,11.0,8.046810150146484,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5
11.0,11.0,11.0,9.07417106628418,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,5
11.0,11.0,11.0,8.00381088256836,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.492969512939453,5
11.0,11.0,11.0,7.298154830932617,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.3019155263900757,11.0,8.483792304992676,-5
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.790043830871582,-5
11.0,11.0,11.0,11.0,1.1969237327575684,9.853802680969238,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.555397987365723,5
11.0,11.0,11.0,11.0,11.0,7.933246612548828,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.745288848876953,0.43015611676278687
11.0,11.0,0.902518630027771,11.0,11.0,9.982730865478516,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.5781337022781372,-1.6250634740404641
11.0,11.0,11.0,11.0,11.0,8.36020278930664,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.895163536071777,-5
11.0,11.0,11.0,11.0,1.0531388521194458,7.523869037628174,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-5
11.0,11.0,11.0,11.0,11.0,7.765399932861328,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.376143217086792,11.0,9.197818756103516,-5
11.0,11.0,11.0,11.0,11.0,7.632381439208984,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-1.7446905031847195
11.0,7.539290428161621,11.0,11.0,11.0,7.481799602508545,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-2.7334532791846171
11.0,9.143308639526367,11.0,11.0,11.0,7.326051712036133,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-4.1973352353961078
11.0,11.0,11.0,7.5472493171691895,11.0,7.405558109283447,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-3.150249323640554
11.0,11.0,11.0,7.934603214263916,11.0,7.4380927085876465,11.0,9.921567916870117,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-4.1463073930196606
11.0,11.0,11.0,11.0,11.0,7.515496253967285,11.0,9.148111343383789,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-4.8220156531482203
8.142854690551758,11.0,11.0,11.0,11.0,8.11567497253418,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.40710735321045,11.0,-5
9.45074462890625,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.203163146972656,11.0,11.0,11.0,-4.9794887424842944
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-4.7789910783919334
11.0,0.965080738067627,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-1.2994876678398823
11.0,1.233201503753662,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.9394088387489319,11.0,-0.84558499019792421
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,-1.1075131161817742
11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.636405944824219,11.0,8.676379203796387,11.0,11.0,11.0,11.0,11.0,-1.5855196449073188
11.0,1.4133440256118774,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.197110176086426,11.0,8.518099784851074,11.0,11.0,11.0,11.0,11.0,-1.988328468844625
9.264309883117676,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.272075653076172,11.0,8.725263595581055,11.0,11.0,11.0,1.4154998064041138,11.0,-2.7749526890182379
